sample	experiment	comet_params	enzyme_regex	fasta	server
02527_BA6-TMT_TUM_HLA_6_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_6_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BA6-TMT_TUM_HLA_6_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_6_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BA7-TMT_TUM_HLA_7_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_7_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BA7-TMT_TUM_HLA_7_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_7_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BA8-TMT_TUM_HLA_8_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_8_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BA8-TMT_TUM_HLA_8_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_8_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BA9-TMT_TUM_HLA_9_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_9_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BA9-TMT_TUM_HLA_9_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_9_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BB1-TMT_TUM_HLA_13_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_13_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BB1-TMT_TUM_HLA_13_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_13_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BB10-TMT_TUM_HLA_22_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_22_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BB10-TMT_TUM_HLA_22_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_22_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BB11-TMT_TUM_HLA_23_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_23_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BB11-TMT_TUM_HLA_23_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_23_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BB12-TMT_TUM_HLA_24_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_24_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BB12-TMT_TUM_HLA_24_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_24_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BB2-TMT_TUM_HLA_14_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_14_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BB2-TMT_TUM_HLA_14_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_14_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BB3-TMT_TUM_HLA_15_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_15_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BB3-TMT_TUM_HLA_15_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_15_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BB4-TMT_TUM_HLA_16_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_16_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BB4-TMT_TUM_HLA_16_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_16_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BB5-TMT_TUM_HLA_17_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_17_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BB5-TMT_TUM_HLA_17_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_17_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BB6-TMT_TUM_HLA_18_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_18_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BB6-TMT_TUM_HLA_18_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_18_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BB7-TMT_TUM_HLA_19_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_19_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BB7-TMT_TUM_HLA_19_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_19_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BB8-TMT_TUM_HLA_20_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_20_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BB8-TMT_TUM_HLA_20_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_20_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BB9-TMT_TUM_HLA_21_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_21_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BB9-TMT_TUM_HLA_21_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_21_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BC1-TMT_TUM_HLA_25_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_25_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BC1-TMT_TUM_HLA_25_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_25_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BC10-TMT_TUM_HLA_34_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_34_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BC10-TMT_TUM_HLA_34_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_34_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BC11-TMT_TUM_HLA_35_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_35_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BC11-TMT_TUM_HLA_35_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_35_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BC12-TMT_TUM_HLA_36_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_36_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BC12-TMT_TUM_HLA_36_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_36_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BC2-TMT_TUM_HLA_26_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_26_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BC2-TMT_TUM_HLA_26_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_26_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BC3-TMT_TUM_HLA_27_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_27_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BC3-TMT_TUM_HLA_27_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_27_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BC4-TMT_TUM_HLA_28_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_28_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BC4-TMT_TUM_HLA_28_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_28_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BC5-TMT_TUM_HLA_29_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_29_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BC5-TMT_TUM_HLA_29_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_29_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BC6-TMT_TUM_HLA_30_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_30_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BC6-TMT_TUM_HLA_30_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_30_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BC7-TMT_TUM_HLA_31_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_31_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BC7-TMT_TUM_HLA_31_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_31_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BC8-TMT_TUM_HLA_32_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_32_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BC8-TMT_TUM_HLA_32_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_32_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BC9-TMT_TUM_HLA_33_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_33_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BC9-TMT_TUM_HLA_33_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_33_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BD1-TMT_TUM_HLA_37_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_37_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BD1-TMT_TUM_HLA_37_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_37_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BD10-TMT_TUM_HLA_46_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_46_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BD10-TMT_TUM_HLA_46_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_46_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BD11-TMT_TUM_HLA_47_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_47_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BD11-TMT_TUM_HLA_47_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_47_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BD12-TMT_TUM_HLA_48_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_48_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BD12-TMT_TUM_HLA_48_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_48_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BD2-TMT_TUM_HLA_38_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_38_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BD2-TMT_TUM_HLA_38_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_38_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BD3-TMT_TUM_HLA_39_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_39_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BD3-TMT_TUM_HLA_39_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_39_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BD4-TMT_TUM_HLA_40_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_40_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BD4-TMT_TUM_HLA_40_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_40_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BD5-TMT_TUM_HLA_41_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_41_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BD5-TMT_TUM_HLA_41_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_41_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BD6-TMT_TUM_HLA_42_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_42_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BD6-TMT_TUM_HLA_42_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_42_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BD7-TMT_TUM_HLA_43_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_43_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BD7-TMT_TUM_HLA_43_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_43_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BD8-TMT_TUM_HLA_44_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_44_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BD8-TMT_TUM_HLA_44_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_44_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BD9-TMT_TUM_HLA_45_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_45_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BD9-TMT_TUM_HLA_45_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_45_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BE1-TMT_TUM_HLA_49_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_49_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BE1-TMT_TUM_HLA_49_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_49_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BE10-TMT_TUM_HLA_58_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_58_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BE10-TMT_TUM_HLA_58_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_58_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BE11-TMT_TUM_HLA_59_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_59_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BE11-TMT_TUM_HLA_59_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_59_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BE12-TMT_TUM_HLA_60_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_60_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BE12-TMT_TUM_HLA_60_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_60_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BE2-TMT_TUM_HLA_50_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_50_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BE2-TMT_TUM_HLA_50_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_50_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BE3-TMT_TUM_HLA_51_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_51_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BE3-TMT_TUM_HLA_51_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_51_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BE4-TMT_TUM_HLA_52_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_52_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BE4-TMT_TUM_HLA_52_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_52_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BE5-TMT_TUM_HLA_53_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_53_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BE5-TMT_TUM_HLA_53_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_53_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BE6-TMT_TUM_HLA_54_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_54_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BE6-TMT_TUM_HLA_54_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_54_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BE7-TMT_TUM_HLA_55_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_55_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
