sample	experiment	comet_params	enzyme_regex	fasta	server
02527_BE7-TMT_TUM_HLA_55_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_55_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BE8-TMT_TUM_HLA_56_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_56_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BE8-TMT_TUM_HLA_56_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_56_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BE9-TMT_TUM_HLA_57_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_57_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BE9-TMT_TUM_HLA_57_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_57_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BF1-TMT_TUM_HLA_61_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_61_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BF1-TMT_TUM_HLA_61_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_61_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BF10-TMT_TUM_HLA_70_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_70_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BF10-TMT_TUM_HLA_70_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_70_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BF11-TMT_TUM_HLA_71_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_71_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BF11-TMT_TUM_HLA_71_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_71_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BF12-TMT_TUM_HLA_72_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_72_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BF12-TMT_TUM_HLA_72_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_72_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BF2-TMT_TUM_HLA_62_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_62_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BF2-TMT_TUM_HLA_62_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_62_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BF3-TMT_TUM_HLA_63_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_63_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BF3-TMT_TUM_HLA_63_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_63_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BF4-TMT_TUM_HLA_64_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_64_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BF4-TMT_TUM_HLA_64_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_64_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BF5-TMT_TUM_HLA_65_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_65_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BF5-TMT_TUM_HLA_65_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_65_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BF6-TMT_TUM_HLA_66_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_66_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BF6-TMT_TUM_HLA_66_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_66_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BF7-TMT_TUM_HLA_67_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_67_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BF7-TMT_TUM_HLA_67_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_67_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BF8-TMT_TUM_HLA_68_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_68_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BF8-TMT_TUM_HLA_68_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_68_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BF9-TMT_TUM_HLA_69_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_69_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BF9-TMT_TUM_HLA_69_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_69_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BG1-TMT_TUM_HLA_73_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_73_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BG1-TMT_TUM_HLA_73_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_73_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BG10-TMT_TUM_HLA_82_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_82_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BG10-TMT_TUM_HLA_82_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_82_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BG11-TMT_TUM_HLA_83_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_83_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BG11-TMT_TUM_HLA_83_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_83_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BG12-TMT_TUM_HLA_84_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_84_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BG12-TMT_TUM_HLA_84_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_84_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BG2-TMT_TUM_HLA_74_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_74_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BG2-TMT_TUM_HLA_74_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_74_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BG3-TMT_TUM_HLA_75_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_75_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BG3-TMT_TUM_HLA_75_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_75_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BG4-TMT_TUM_HLA_76_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_76_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BG4-TMT_TUM_HLA_76_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_76_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BG5-TMT_TUM_HLA_77_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_77_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BG5-TMT_TUM_HLA_77_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_77_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BG6-TMT_TUM_HLA_78_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_78_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BG6-TMT_TUM_HLA_78_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_78_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BG7-TMT_TUM_HLA_79_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_79_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BG7-TMT_TUM_HLA_79_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_79_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BG8-TMT_TUM_HLA_80_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_80_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BG8-TMT_TUM_HLA_80_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_80_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BG9-TMT_TUM_HLA_81_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_81_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BG9-TMT_TUM_HLA_81_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_81_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BH1-TMT_TUM_HLA_85_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_85_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BH1-TMT_TUM_HLA_85_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_85_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BH2-TMT_TUM_HLA_86_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_86_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BH2-TMT_TUM_HLA_86_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_86_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BH3-TMT_TUM_HLA_87_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_87_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BH3-TMT_TUM_HLA_87_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_87_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BH4-TMT_TUM_HLA_88_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_88_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BH4-TMT_TUM_HLA_88_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_88_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BH5-TMT_TUM_HLA_89_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_89_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BH5-TMT_TUM_HLA_89_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_89_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BH6-TMT_TUM_HLA_90_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_90_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BH6-TMT_TUM_HLA_90_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_90_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02527_BH7-TMT_TUM_HLA_91_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_91_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02528_GA1-TMT_TUM_HLA_96_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_96_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02528_GA1-TMT_TUM_HLA_96_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_96_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02528_GA1-TMT_TUM_HLA_97_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_97_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02528_GA1-TMT_TUM_HLA_97_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_97_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02528_GA10-TMT_TUM_HLA_106_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_106_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02528_GA10-TMT_TUM_HLA_106_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_106_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02528_GA11-TMT_TUM_HLA_107_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_107_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02528_GA11-TMT_TUM_HLA_107_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_107_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02528_GA12-TMT_TUM_HLA_108_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_108_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02528_GA12-TMT_TUM_HLA_108_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_108_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02528_GA2-TMT_TUM_HLA_98_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_98_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02528_GA2-TMT_TUM_HLA_98_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_98_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02528_GA3-TMT_TUM_HLA_99_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_99_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02528_GA3-TMT_TUM_HLA_99_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_99_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02528_GA4-TMT_TUM_HLA_100_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_100_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02528_GA4-TMT_TUM_HLA_100_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_100_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02528_GA5-TMT_TUM_HLA_101_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_101_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02528_GA5-TMT_TUM_HLA_101_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_101_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02528_GA6-TMT_TUM_HLA_102_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_102_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02528_GA6-TMT_TUM_HLA_102_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_102_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02528_GA7-TMT_TUM_HLA_103_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_103_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02528_GA7-TMT_TUM_HLA_103_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_103_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02528_GA8-TMT_TUM_HLA_104_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_104_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02528_GA8-TMT_TUM_HLA_104_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_104_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02528_GA9-TMT_TUM_HLA_105_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_105_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02528_GA9-TMT_TUM_HLA_105_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_105_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02528_GB1-TMT_TUM_HLA_109_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_109_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02528_GB1-TMT_TUM_HLA_109_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_109_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02528_GB10-TMT_TUM_HLA_118_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_118_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02528_GB10-TMT_TUM_HLA_118_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_118_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02528_GB11-TMT_TUM_HLA_119_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_119_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02528_GB11-TMT_TUM_HLA_119_01_01-TMT2-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_119_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
02528_GB12-TMT_TUM_HLA_120_01_01-TMT1-1h-R1	TMT_HLA	comet_params/comet.TMT.nocleavage.params.high_high 	[Z]	fasta/TUM_HLA_120_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD023120/
